Current_Loan_Amount,Term,Credit_Score,Annual_Income,Years_in_current_job,Home_Ownership,Purpose,Monthly_Debt,Years_of_Credit_History,Months_since_last_delinquent,Number_of_Open_Accounts,Number_of_Credit_Problems,Current_Credit_Balance,Maximum_Open_Credit,Bankruptcies,Tax_Liens,ID,loan_default
99999999,Short Term,750,5850537,10+ years,Home Mortgage,Debt Consolidation,6435.68,19.5,57,6,0,328529,1255474,0,0,547380,0
238810,Short Term,742,1406190,6 years,Home Mortgage,Debt Consolidation,7253.63,22.1,71,6,0,218918,444708,0,0,547500,0
430100,Long Term,704,3064472,3 years,Home Mortgage,Debt Consolidation,51585.19,34,NA,11,0,455202,662134,0,0,547530,1
178090,Short Term,,,1 year,Rent,Debt Consolidation,13075.61,9.2,50,24,0,40869,135190,0,0,547550,1
160952,Short Term,720,1705079,7 years,Home Mortgage,other,22777.01,17,NA,11,0,228684,315238,0,0,547600,1
102718,Short Term,,,3 years,Rent,Debt Consolidation,21805.92,13,NA,7,1,55423,90156,1,0,547630,0
259600,Short Term,741,653885,2 years,Rent,Buy House,8391.35,18,NA,7,0,315020,666842,0,0,547700,0
756756,Short Term,727,2147418,1 year,Home Mortgage,Debt Consolidation,48317,14.7,43,9,0,2933258,3912898,0,0,547780,1
303468,Short Term,,,7 years,Home Mortgage,Debt Consolidation,23194.44,22,NA,8,0,356326,466224,0,0,547810,0
371558,Short Term,747,1448598,4 years,Rent,Debt Consolidation,32714.2,15.3,28,9,0,205542,422730,0,0,547820,0
139722,Short Term,712,709935,10+ years,Rent,other,7454.27,16.5,NA,3,1,86583,161172,1,0,547840,0
217360,Long Term,722,1314040,2 years,Rent,Debt Consolidation,18068.05,7,NA,5,0,197315,282414,0,0,547880,0
755370,Short Term,679,1845261,6 years,Own Home,Home Improvements,39365.53,30.2,75,15,2,285950,613118,2,0,547890,0
66418,Short Term,751,956080,10+ years,Home Mortgage,Other,9504.94,29.1,29,6,0,12065,245102,0,0,547940,0
553586,Long Term,695,1401744,2 years,Home Mortgage,Debt Consolidation,13433.57,29,40,9,0,201989,387222,0,0,548040,1
440880,Short Term,734,1523040,6 years,Home Mortgage,Home Improvements,14215.04,9,NA,9,0,175693,482108,0,0,548070,0
332288,Long Term,711,793934,4 years,Rent,Debt Consolidation,16011.11,10.8,NA,22,0,271586,387750,0,0,548110,0
464200,Long Term,,,2 years,Home Mortgage,Debt Consolidation,19113.05,20.2,NA,7,1,206739,437646,1,0,548170,0
70862,Long Term,7350,903982,3 years,Home Mortgage,Buy a Car,9943.65,12.3,NA,8,1,50293,150436,0,0,548240,1
763774,Long Term,,,10+ years,Rent,Debt Consolidation,29183.24,16.4,64,15,0,566580,700150,0,0,548250,0
219758,Short Term,740,1423442,10+ years,Rent,Home Improvements,23368.1,26.9,58,23,0,354673,1031866,0,0,548270,0
99999999,Short Term,730,465386,n/a,Home Mortgage,Debt Consolidation,5390.87,18.1,NA,8,0,150974,271876,0,0,548350,0
759462,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,55438.2,17.3,NA,11,0,595194,1785410,0,0,548390,0
224862,Short Term,721,870010,10+ years,Home Mortgage,Debt Consolidation,16167.67,16.5,NA,16,0,350569,634238,0,0,548400,0
396110,Short Term,726,1140342,10+ years,Home Mortgage,Debt Consolidation,8590.66,25.5,35,9,0,309966,396132,0,0,548450,1
89100,Short Term,698,834480,3 years,Home Mortgage,Debt Consolidation,466.07,14.9,70,3,0,12825,32230,0,0,548460,0
216414,Long Term,,,3 years,Home Mortgage,Debt Consolidation,16416.19,13.9,26,13,1,126730,513128,1,0,548470,0
129162,Short Term,738,1580287,5 years,Own Home,Debt Consolidation,22650.66,15.9,NA,13,0,302214,462858,0,0,548520,0
193358,Short Term,737,1539950,6 years,Home Mortgage,Debt Consolidation,30285.43,20.4,75,45,0,604618,2194632,0,0,548540,0
99999999,Long Term,735,1574948,10+ years,Home Mortgage,Debt Consolidation,24674.16,16.7,NA,12,0,394345,961290,0,0,548560,0
353474,Short Term,724,2098778,6 years,Rent,Debt Consolidation,11525.78,19.2,28,10,0,308123,803550,0,0,548590,0
99999999,Short Term,721,848084,1 year,Rent,Debt Consolidation,11024.94,36,43,7,1,36081,48026,0,0,548600,0
523358,Long Term,725,1969274,3 years,Rent,Debt Consolidation,52513.72,19.2,NA,23,0,689833,1736416,0,0,548610,1
217184,Short Term,694,1042074,10+ years,Home Mortgage,Debt Consolidation,12504.85,12,19,11,2,168606,784058,0,2,548730,0
336248,Long Term,,,10+ years,Rent,Debt Consolidation,14577.37,17.3,97,3,1,308161,378774,1,0,548750,1
117106,Short Term,,,2 years,Rent,Debt Consolidation,5898.74,9.5,NA,5,0,53466,126368,0,0,548780,1
536360,Short Term,7080,1428895,10+ years,Home Mortgage,Debt Consolidation,15836.88,19,8,11,0,542108,673508,0,0,548790,1
156508,Short Term,705,713412,10+ years,Rent,Debt Consolidation,15576.2,11.8,27,15,0,87761,304260,0,0,548800,0
236148,Short Term,722,1155048,10+ years,Home Mortgage,Debt Consolidation,13186.95,26.2,71,5,0,161557,228140,0,0,548850,0
396374,Long Term,6680,865431,6 years,Rent,Debt Consolidation,10817.84,17,NA,13,0,148333,243606,0,0,548860,1
53284,Short Term,695,1917670,10+ years,Rent,Debt Consolidation,14925.83,18.9,12,8,0,193762,330924,0,0,548890,0
438328,Short Term,691,1514224,10+ years,Home Mortgage,Debt Consolidation,32934.41,10.3,10,10,0,426284,519574,0,0,548900,0
449724,Long Term,682,970995,1 year,Rent,Debt Consolidation,25084.18,21.9,15,14,0,310935,422554,0,0,548940,1
99999999,Short Term,742,1420592,3 years,Home Mortgage,Debt Consolidation,27583.06,21.7,NA,15,1,339948,1144264,1,0,548970,0
129976,Short Term,7280,1085147,10+ years,Home Mortgage,Debt Consolidation,22064.51,9.5,NA,14,0,230641,381524,0,0,548980,1
450868,Long Term,718,1168158,2 years,Home Mortgage,Debt Consolidation,22779.1,25.2,29,9,0,419045,1160764,0,0,549000,0
118360,Short Term,691,706268,5 years,Own Home,Home Improvements,12065.38,18,55,9,0,117857,163614,0,0,549010,0
109780,Short Term,749,948005,1 year,Home Mortgage,Debt Consolidation,21409.2,21.5,NA,12,0,81168,303182,0,0,549100,0
734998,Short Term,,,2 years,Home Mortgage,Debt Consolidation,12460.77,24.5,NA,13,0,437836,906928,0,0,549170,0
99999999,Short Term,750,2686068,7 years,Home Mortgage,Buy a Car,13318.43,30,1,16,0,219697,1941918,0,0,549180,0
175604,Short Term,742,1469555,5 years,Home Mortgage,Debt Consolidation,4445.43,31.5,NA,11,0,244758,778580,0,0,549190,1
759066,Long Term,669,6255883,10+ years,Home Mortgage,Debt Consolidation,42331.62,18.5,NA,11,0,1894699,2507252,0,0,549250,0
331958,Short Term,738,1490740,10+ years,Home Mortgage,Home Improvements,13913.7,18.9,7,14,0,201571,1703658,0,0,549260,0
180884,Short Term,707,461434,2 years,Rent,Debt Consolidation,11228.05,19.3,NA,12,0,324121,449438,0,0,549350,0
99999999,Long Term,737,1726549,< 1 year,Home Mortgage,Debt Consolidation,19135.85,11.8,NA,10,0,303810,676522,0,0,549390,0
525206,Long Term,649,1700937,3 years,Rent,Debt Consolidation,28774.17,22.9,34,13,0,500574,735548,0,0,549400,1
355322,Long Term,690,1038635,1 year,Rent,Debt Consolidation,17570.06,10,NA,14,0,244017,772002,0,0,549450,0
76736,Short Term,677,1408660,10+ years,Home Mortgage,Debt Consolidation,25825.37,27,15,13,0,111017,181830,0,0,549460,0
179498,Short Term,731,1191794,5 years,Home Mortgage,Debt Consolidation,18870.04,14.1,NA,19,0,270750,446578,0,0,549480,0
181676,Short Term,724,1384112,6 years,Home Mortgage,Debt Consolidation,38293.55,13.6,NA,9,0,126654,240020,0,0,549540,0
99999999,Short Term,705,722988,3 years,Rent,Debt Consolidation,5850.1,11.4,22,8,0,142082,413358,0,0,549570,0
222134,Short Term,710,613890,3 years,Rent,other,12840.58,12.2,NA,10,0,162697,235488,0,0,549600,1
258412,Short Term,719,557916,2 years,Rent,Debt Consolidation,8573.37,11.8,NA,9,0,186542,259314,0,0,549640,0
290114,Short Term,710,770944,9 years,Home Mortgage,Home Improvements,13491.52,15,6,9,0,246354,720346,0,0,549660,0
199760,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,13931.18,24.5,NA,9,0,336186,10520818,0,0,549680,0
99999999,Short Term,749,1332565,10+ years,Rent,Debt Consolidation,12215.1,14.3,NA,7,0,118408,965492,0,0,549700,0
217162,Short Term,700,618906,10+ years,Home Mortgage,Debt Consolidation,6189.06,31.3,54,10,2,63973,214698,1,0,549730,0
78474,Short Term,715,583642,2 years,Rent,other,6322.63,8.6,NA,9,0,8968,69652,0,0,549750,0
133826,Short Term,730,1175112,3 years,Rent,Debt Consolidation,10967.56,18.4,58,6,1,51737,209506,1,0,549770,0
190322,Short Term,729,657495,6 years,Rent,Debt Consolidation,10191.22,23.5,NA,7,0,266114,349360,0,0,549790,1
172414,Short Term,703,1526213,2 years,Rent,Business Loan,11332.17,9.5,NA,13,0,273372,500082,0,0,549820,1
246268,Short Term,712,3712201,10+ years,Home Mortgage,Medical Bills,39596.76,25.6,18,8,0,905616,1202542,0,0,549830,0
95194,Short Term,7420,1681614,1 year,Home Mortgage,Debt Consolidation,16956.36,21.7,82,7,0,137484,287870,0,0,549850,1
651794,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,39549.83,22,48,24,0,1038369,3816868,0,0,549870,1
223740,Short Term,715,850212,5 years,Rent,Debt Consolidation,14099.33,16,26,13,0,553090,1044714,0,0,549930,1
763620,Long Term,585,6783228,< 1 year,Rent,moving,68906.35,31.8,NA,26,0,455012,1479896,0,0,549940,0
554620,Long Term,705,1877637,10+ years,Home Mortgage,Debt Consolidation,24753.58,23.6,NA,10,0,785422,1146838,0,0,549970,0
464860,Long Term,668,1424278,9 years,Home Mortgage,Debt Consolidation,33707.9,13.7,NA,12,0,231876,431662,0,0,550050,0
99999999,Short Term,726,1098580,5 years,Rent,Debt Consolidation,17943.6,21.5,14,14,0,344717,1042140,0,0,550060,0
112750,Short Term,749,632871,10+ years,Home Mortgage,Other,3934.33,20,NA,11,0,508440,1457236,0,0,550080,0
177694,Short Term,707,449160,n/a,Home Mortgage,Debt Consolidation,11827.88,15.4,79,5,1,22230,110506,1,0,550090,0
216106,Short Term,,,2 years,Rent,vacation,11120.13,13.1,30,16,0,104633,349140,0,0,550210,1
445324,Short Term,,,9 years,Own Home,Debt Consolidation,18508.85,19.7,NA,12,0,690783,1149214,0,0,550240,0
190102,Short Term,732,618089,5 years,Rent,Debt Consolidation,10971.17,11.8,NA,4,0,209266,353210,0,0,550310,0
152570,Short Term,732,1581161,4 years,Home Mortgage,Home Improvements,14889.16,14,NA,13,1,157510,594088,1,0,550350,0
759836,Long Term,711,2343650,3 years,Home Mortgage,Debt Consolidation,38865.64,11.2,32,9,0,288610,571252,0,0,550360,0
99999999,Short Term,731,971470,< 1 year,Home Mortgage,Home Improvements,11819.52,23.6,7,7,1,14725,99154,1,0,550390,0
393470,Short Term,,,5 years,Home Mortgage,Debt Consolidation,12445.57,15.2,NA,11,0,509865,686488,0,0,550400,0
280258,Short Term,,,< 1 year,Rent,Debt Consolidation,17128.69,16,55,10,0,220628,420156,0,0,550410,0
331232,Short Term,744,1323483,5 years,Home Mortgage,Debt Consolidation,17977.23,15.6,NA,9,0,150632,437140,0,0,550420,0
99999999,Short Term,745,911183,10+ years,Own Home,Debt Consolidation,17919.85,19.4,NA,11,1,263739,655336,1,0,550440,0
455400,Long Term,703,2434679,3 years,Home Mortgage,other,20897.53,19,9,14,0,122550,306504,0,0,550450,0
171204,Short Term,726,842175,10+ years,Rent,Debt Consolidation,20633.24,20.9,NA,14,0,592857,845394,0,0,550490,0
225060,Short Term,748,2915550,10+ years,Home Mortgage,Debt Consolidation,23834.55,14,7,16,0,183331,1153680,0,0,550540,0
140448,Short Term,707,682290,1 year,Rent,Debt Consolidation,14043.85,12.1,NA,9,0,139916,182424,0,0,550560,0
99999999,Short Term,671,1944080,< 1 year,Rent,Other,19764.94,12,NA,4,0,306356,434698,0,0,550570,0
60742,Short Term,704,1236444,< 1 year,Home Mortgage,Medical Bills,31323.21,14.6,NA,17,0,272460,486112,0,0,550580,0
627946,Long Term,,,< 1 year,Own Home,Debt Consolidation,12328.15,10.1,NA,9,0,253726,755238,0,0,550630,0
547536,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,23430.42,24.3,NA,8,0,729790,1181862,0,0,550640,1
646888,Long Term,710,1215829,n/a,Own Home,Debt Consolidation,16008.45,31.3,41,13,0,773414,1215104,0,0,550670,0
228206,Short Term,712,1526517,6 years,Home Mortgage,Debt Consolidation,10952.93,13.9,13,5,1,23712,67122,1,0,550680,0
67232,Short Term,734,1645039,4 years,Home Mortgage,other,38247.19,17.5,66,13,0,374148,542190,0,0,550710,0
99999999,Short Term,717,804574,< 1 year,Rent,Buy House,7308.16,10.5,9,7,0,16720,143462,0,0,550720,0
562716,Short Term,736,1321849,3 years,Home Mortgage,Debt Consolidation,17294.18,20.1,7,11,0,444562,853666,0,0,550730,1
601502,Short Term,682,1769204,5 years,Rent,Debt Consolidation,26685.5,17.6,5,11,0,385149,540562,0,0,550750,0
755458,Long Term,663,2423317,< 1 year,Home Mortgage,Debt Consolidation,27343.09,17.5,NA,17,0,1252803,2599674,0,0,550760,1
218174,Short Term,700,1884230,< 1 year,Home Mortgage,other,11666.57,15.6,77,10,0,148979,420750,0,0,550780,0
150590,Short Term,750,1393517,10+ years,Home Mortgage,Home Improvements,24038.04,42.1,6,14,0,418608,1648658,0,0,550790,0
47278,Short Term,,,1 year,Own Home,Medical Bills,16696.44,4.3,NA,7,0,36879,180202,0,0,550800,0
261492,Short Term,728,1100936,1 year,Rent,Debt Consolidation,8486.54,9.1,NA,4,0,91542,113366,0,0,550810,1
477642,Long Term,,,7 years,Rent,Debt Consolidation,14991.57,13.5,NA,8,0,32737,456610,0,0,550820,1
240218,Short Term,747,982414,7 years,Own Home,other,11003.09,14,NA,9,0,138491,353210,0,0,550830,0
281116,Long Term,720,4668775,< 1 year,Home Mortgage,Debt Consolidation,28868.6,20.7,64,10,0,615961,1479698,0,0,550860,1
274956,Long Term,683,1038882,10+ years,Rent,Debt Consolidation,8917.27,18,30,9,0,94791,334642,0,0,550870,1
265232,Short Term,724,897199,9 years,Rent,Debt Consolidation,21981.29,11.7,18,13,0,257849,393382,0,0,550940,1
67232,Short Term,736,1161090,10+ years,Home Mortgage,Home Improvements,24576.5,18.6,19,14,0,323076,696608,0,0,550980,0
99999999,Long Term,742,1118796,< 1 year,Rent,Debt Consolidation,11094.86,11.9,NA,8,0,32167,477378,0,0,550990,0
88616,Short Term,,,2 years,Rent,Other,11106.64,18.8,8,8,0,472036,828124,0,0,551070,0
245212,Long Term,,,10+ years,Rent,Debt Consolidation,15253.96,15.3,NA,12,0,130245,450142,0,0,551110,1
270446,Short Term,720,1557088,10+ years,Home Mortgage,Debt Consolidation,8239.54,15.7,NA,10,2,75392,256718,1,1,551120,0
268664,Short Term,,,3 years,Home Mortgage,Debt Consolidation,16810.25,38,44,7,0,56069,157960,0,0,551130,1
175032,Short Term,750,1453500,3 years,Rent,Debt Consolidation,25194,15.6,56,21,0,143944,730994,0,0,551160,1
215314,Short Term,711,929765,1 year,Rent,Debt Consolidation,21384.69,10.4,33,19,0,153710,583550,0,0,551170,0
66308,Short Term,697,801591,1 year,Rent,Other,4335.23,18.5,37,7,0,25194,97240,0,0,551190,0
64856,Short Term,684,690764,10+ years,Home Mortgage,other,17787.23,19.4,NA,9,0,210520,276672,0,0,551210,0
387090,Long Term,642,1875832,7 years,Rent,Debt Consolidation,24542.11,13.9,NA,23,0,491948,793342,0,0,551230,0
165902,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,12800.11,23.8,69,21,1,191729,323136,1,0,551260,0
78188,Short Term,742,771704,< 1 year,Rent,Debt Consolidation,10868.19,10.7,NA,9,0,94886,572198,0,0,551290,0
123002,Short Term,694,948480,10+ years,Rent,Debt Consolidation,20076.16,26.5,73,7,1,38076,118492,1,0,551300,0
292600,Short Term,713,665000,1 year,Own Home,Debt Consolidation,16569.52,22.1,3,8,0,245461,466686,0,0,551310,0
184954,Short Term,747,835772,n/a,Own Home,Debt Consolidation,11561.31,15.4,NA,8,0,237139,1386748,0,0,551350,0
455114,Short Term,703,1112412,2 years,Rent,other,19096.33,17,16,13,0,12426,92202,0,0,551410,0
539660,Short Term,668,2136189,10+ years,Home Mortgage,Debt Consolidation,14330.37,19.7,NA,16,0,403541,546502,0,0,551470,0
415118,Short Term,677,1154934,6 years,Home Mortgage,Debt Consolidation,38497.8,20.1,7,19,1,151088,475376,0,0,551490,1
286462,Long Term,719,1380426,10+ years,Home Mortgage,Debt Consolidation,27378.62,15.7,75,10,0,177916,335522,0,0,551500,0
396506,Long Term,673,856121,1 year,Home Mortgage,Debt Consolidation,13697.86,16.4,3,10,0,197809,271040,0,0,551530,1
333740,Short Term,745,2997497,< 1 year,Home Mortgage,Debt Consolidation,46461.08,21.5,NA,21,0,360449,860530,0,0,551590,0
92620,Short Term,685,1053778,10+ years,Home Mortgage,other,17563.03,11.9,72,14,0,106590,350614,0,0,551620,1
99999999,Short Term,739,651548,n/a,Home Mortgage,Debt Consolidation,9447.56,37,73,7,0,176377,595430,0,0,551630,0
194942,Short Term,744,1683495,3 years,Home Mortgage,Debt Consolidation,17396.21,16,28,14,0,180652,246972,0,0,551660,0
134904,Short Term,746,941773,4 years,Home Mortgage,Debt Consolidation,14204.97,17.1,NA,12,0,464455,795542,0,0,551670,0
658350,Short Term,712,1295230,5 years,Own Home,Debt Consolidation,19320.53,21.1,16,11,0,118731,343684,0,0,551700,0
767228,Long Term,725,1789173,10+ years,Own Home,Debt Consolidation,21768.3,28.7,45,11,0,659262,1114366,0,0,551740,0
45298,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,25026.04,22.7,NA,19,0,636595,1039632,0,0,551750,1
215402,Short Term,722,1395227,10+ years,Rent,Debt Consolidation,14184.64,42,NA,8,0,192223,254078,0,0,551760,0
173316,Long Term,649,561279,6 years,Rent,Educational Expens,2600.53,10,NA,5,0,107958,227260,0,0,551770,0
224510,Short Term,700,1551160,2 years,Rent,Debt Consolidation,21586.85,24.8,NA,7,0,110276,235576,0,0,551790,0
141284,Short Term,709,1239199,2 years,Home Mortgage,Debt Consolidation,13424.64,26,68,13,1,170430,1174690,0,1,551850,0
176748,Short Term,739,1030313,8 years,Rent,Other,11848.59,13.1,NA,10,0,61351,196746,0,0,551900,1
86218,Short Term,723,467172,n/a,Rent,Debt Consolidation,8019.71,24.2,48,8,1,68248,85602,1,0,551910,0
344300,Short Term,714,1115034,3 years,Rent,Debt Consolidation,16632.6,20.9,NA,6,0,242136,490996,0,0,551960,0
278520,Short Term,703,2526430,10+ years,Rent,Medical Bills,5431.91,22.4,17,4,0,8797,113146,0,0,551980,0
117854,Short Term,709,848958,10+ years,Home Mortgage,Debt Consolidation,15069.09,15.4,NA,10,0,404073,609994,0,0,552000,0
154264,Short Term,717,1370318,1 year,Home Mortgage,other,37455.65,19.5,NA,19,0,736839,1993420,0,0,552080,0
194898,Short Term,707,1346530,3 years,Home Mortgage,other,24798.42,16,4,10,0,139536,769362,0,0,552100,0
387992,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,13403.74,29.4,NA,9,0,373274,775962,0,0,552160,1
99999999,Short Term,746,1281968,5 years,Rent,Debt Consolidation,19122.55,12.6,NA,8,0,146642,434280,0,0,552170,0
214588,Short Term,745,896971,10+ years,Rent,Debt Consolidation,10240.62,17,NA,6,0,154850,229592,0,0,552200,0
99999999,Long Term,730,1164054,7 years,Rent,Debt Consolidation,10864.58,13.8,19,11,0,210995,1380346,0,0,552220,0
156112,Short Term,743,861327,10+ years,Rent,Debt Consolidation,5225.38,15.7,NA,7,0,170335,335984,0,0,552230,0
431024,Long Term,681,930620,1 year,Rent,Debt Consolidation,14067.79,12.7,NA,7,0,517522,613976,0,0,552250,0
99999999,Short Term,744,1227096,3 years,Rent,Debt Consolidation,20451.6,13.8,NA,9,0,98154,461978,0,0,552260,0
86328,Short Term,719,782838,n/a,Own Home,Debt Consolidation,1083,21,NA,2,0,35815,43164,0,0,552320,0
91168,Long Term,737,749816,3 years,Home Mortgage,Other,6729.61,18.2,44,15,0,86298,290510,0,0,552330,1
331078,Long Term,712,1123128,10+ years,Home Mortgage,Debt Consolidation,32102.78,15.2,NA,17,0,387524,829400,0,0,552350,1
345686,Long Term,7320,749892,10+ years,Home Mortgage,Debt Consolidation,12248.16,13.6,NA,14,0,213446,635316,0,0,552360,1
131824,Short Term,742,948670,10+ years,Home Mortgage,Debt Consolidation,10040.17,12.7,43,10,0,117819,386474,0,0,552400,1
259534,Short Term,7310,971299,10+ years,Home Mortgage,Debt Consolidation,16431.2,22.6,57,12,0,298224,365398,0,0,552430,1
333784,Short Term,687,1006316,< 1 year,Rent,Debt Consolidation,15681.65,13,47,9,0,78698,123618,0,0,552470,1
266398,Short Term,,,2 years,Rent,Debt Consolidation,12960.85,10.6,29,9,0,63080,148764,0,0,552500,0
776776,Long Term,694,2491736,10+ years,Own Home,Debt Consolidation,17878.24,22,39,8,0,753198,1658008,0,0,552510,0
99999999,Long Term,734,815290,10+ years,Home Mortgage,Debt Consolidation,8587.62,25.7,NA,25,0,568594,2850100,0,0,552540,0
358644,Short Term,708,992351,3 years,Rent,Debt Consolidation,15712.24,5.6,NA,8,0,153083,298386,0,0,552560,0
26818,Short Term,741,277932,< 1 year,Rent,Debt Consolidation,2431.81,10.1,NA,3,0,61332,234388,0,0,552570,0
99999999,Long Term,743,1373510,< 1 year,Own Home,Debt Consolidation,22663.01,21.5,NA,7,0,565383,882288,0,0,552620,0
500390,Short Term,,,2 years,Rent,Debt Consolidation,20358.5,14.6,36,16,0,397879,620884,0,0,552660,0
147620,Short Term,743,1661588,5 years,Home Mortgage,Debt Consolidation,13209.75,21.5,NA,10,0,740582,1339866,0,0,552690,0
99999999,Short Term,739,1431270,5 years,Home Mortgage,Debt Consolidation,14312.7,31.2,27,13,1,66918,399454,1,0,552800,0
281226,Short Term,710,1449681,9 years,Home Mortgage,Debt Consolidation,21745.31,16.5,42,13,0,909473,1381996,0,0,552810,0
221430,Short Term,739,1376892,9 years,Rent,Other,18014.28,21.9,15,15,0,265468,327712,0,0,552840,0
99999999,Short Term,736,1834241,5 years,Rent,Debt Consolidation,30264.91,12.6,NA,9,0,104177,196812,0,0,552850,0
131890,Long Term,678,702373,5 years,Rent,Other,9417.54,9.8,NA,3,0,43833,54934,0,0,552860,0
469722,Short Term,728,1931730,5 years,Rent,Debt Consolidation,16741.66,12.6,NA,7,0,546535,707080,0,0,552870,0
